DrugID,Smiles,Description,Targets,Targets_DrugBank,Smile
DB00455,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,"Loratadine is a second generation antihistamine used to manage symptoms of allergic rhinitis.[A176435] A lack of sedative and CNS adverse effects make loratadine, along with other second generation antihistamines, preferable over their 1st generation counterparts in many clinical situations.[A176441]",P35367|Q12809,BE0000442|BE0000090,45|57|68|73|97|105|109|114|127|211|228|241|243|245|277|286|287|294|298|303|306|307|351|406|424|454|465|482|485|502|509|545|564|569|577|620|625|643|672|679|685|716|717|737|744|769|775|812|816|838|846|862
DB00962,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,"Zaleplon is a sedative/hypnotic, mainly used for insomnia. It is known as a nonbenzodiazepine hypnotic. Zaleplon interacts with the GABA receptor complex and shares some of the pharmacological properties of the benzodiazepines. Zaleplon is a schedule IV drug in the United States.",P14867,BE0000795,25|29|38|45|65|89|109|114|118|151|223|259|283|319|330|361|366|367|408|412|424|441|483|545|557|563|564|581|589|610|624|631|642|653|672|679|685|716|717|753|769|775|787|809|816|839|845|846|859
DB00313,CCCC(CCC)C(O)=O,"Valproic acid, or valproate, is an fatty acid derivative and anticonvulsant originally synthesized in 1881 by Beverly S. Burton.[A178051] It enjoyed use as a popular organic solvent in industry and pharmaceutical manufacturing for nearly a century. In 1963, a serendipitous discovery was made by George Carraz during his investigations into the anticonvulsant effects of khelline when he found that all of his samples, dissolved in valproic acid, exerted a similar degree of anticonvulsive activity. It first received approval on February 28, 1978 from the FDA under the trade name Depakene.[L6190] Since then, it has been investigated for neuroprotective, anti-manic, and anti-migraine effects. It is currently a compound of interest in the field of oncology for its anti-proliferative effects and is the subject of many clinical trials in a variety of cancer types.",Q9UKV0|P45954|Q02218|P51649|P35498|Q9Y5Y9|Q9UI33|Q99250|Q9NY46|P35499|Q14524|Q01118|Q9UQD0|Q15858|Q07699|O60939|Q9NY72|Q8IWT1|Q92769|Q07869|Q03181|P37231|Q13547|Q969S8|Q96DB2|Q92769|O15379|P56524|Q9UQL6|Q9UBN7|Q8WUI4|Q9BY41|Q9UKV0|P38936|P14210|P11926|Q9NZQ7,BE0000881|BE0000573|BE0000162|BE0000152|BE0004901|BE0002366|BE0000071|BE0001007|BE0000215|BE0008667|BE0009012|BE0001121|BE0000404|BE0003441,45|156|170|308|369|410|456|545|643|716|717|722|775|796|816|824|836
DB01623,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1,A thioxanthine used as an antipsychotic agent. Its effects are similar to the phenothiazine antipsychotics.,P14416|P21728|P28223,BE0000756|BE0000020|BE0000451,40|73|80|94|109|114|127|139|150|186|187|237|238|245|301|306|328|337|343|347|354|413|424|463|464|468|478|482|483|501|504|506|512|564|588|642|679|704|716|717|737|739|753|775|778|807|818|830|846|853
DB01567,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F,"Fludiazepam is a drug which is a benzodiazepine derivative. It possesses anxiolytic, anticonvulsant, sedative and skeletal muscle relaxant properties. It is a scheduled drug in the U.S., but is approved for use in Japan.",P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928|P18505|P47870|P28472|O14764|P78334|O00591|P24046|P28476|A8MPY1,BE0000795|BE0000381|BE0000523|BE0000471|BE0003593|BE0003592|BE0003594|BE0002344|BE0002346|BE0002345|BE0003599|BE0003595|BE0003596|BE0000129|BE0003598|BE0003619,21|57|84|86|109|110|113|114|138|199|205|218|286|303|306|374|395|424|442|448|463|478|482|485|489|502|528|564|596|601|639|672|679|717|737|775|811|817|846|862
DB01595,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,A benzodiazepine derivative used as an anticonvulsant and hypnotic.,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928|P35498,BE0004797|BE0008668|BE0000141,4|29|83|85|87|113|114|205|214|218|236|271|306|308|362|394|395|424|428|432|452|481|482|489|563|564|668|671|672|679|696|717|737|782|783|811|845|846|855
DB08987,CCCN(CC)C(CC)C(=O)NC1=C(C)C=CC=C1C,"Etidocaine is marketed under the name Duranest. It is an injectable local anesthetic during surgery, labor, and delivery. Etidocaine has a long duration of activity, but has the main disadvantage of increased bleeding during oral surgery.",not_have,not_have,45|114|138|149|157|162|170|298|332|360|367|407|410|412|418|424|478|545|564|631|664|679|694|698|713|716|717|719|732|753|771|775|816|818|828|876
DB00754,CCN1C(=O)NC(C1=O)C1=CC=CC=C1,"Ethotoin is a hydantoin derivative and anticonvulsant. Ethotoin exerts an antiepileptic effect without causing general central nervous system depression. The mechanism of action is probably very similar to that of phenytoin. The latter drug appears to stabilize rather than to raise the normal seizure threshold, and to prevent the spread of seizure activity rather than to abolish the primary focus of seizure discharges. Ethotoin is no longer commonly used.",Q14524|O75469,BE0000197|BE0000956,33|69|109|113|114|153|163|213|236|313|333|343|395|420|424|482|515|545|564|587|618|679|716|717|775|793|810|838|856
DB13025,CCN(CC)CCNC(=O)C1=CC(=CC=C1OC)S(C)(=O)=O,Tiapride is a selective D2 and D3 dopamine receptor blocker in the brain.,P14416|P35462|P08908|P28222|P28221|P28566|P30939|P28223|P41595|P28335|P46098|O95264|Q8WXA8|Q70Z44|A5X5Y0|Q13639|P50406|P34969|P35348|P35368|P25100|P08913|P18089|P18825,BE0000756|BE0000581|BE0004862|BE0004863|BE0004864,31|45|53|59|71|80|114|133|138|269|285|298|343|387|424|463|478|491|501|521|545|565|588|631|640|656|657|676|679|707|716|717|731|750|753|775|778|784|816|830|846
DB01086,CCOC(=O)C1=CC=C(N)C=C1,"Benzocaine is an ester local anesthetic that acts by preventing transmission of impulses along nerve fibers and at nerve endings.[A231219] It is commonly used for local anesthesia in many over the counter products.[L32454,L32459,L32464] Benzocaine was first used for local anesthesia in dentistry.[A231259]",Q9Y5Y9,BE0000177,45|57|90|114|144|146|197|239|244|277|298|424|482|499|527|545|679|716|717|775|806|816|838
DB09009,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC,Articaine is a dental local anesthetic. Articaine is widely used around the world and is the most popular local anesthetic in many European countries.,not_have,not_have,29|45|53|76|114|121|146|149|157|170|187|281|298|378|401|410|418|424|468|478|520|544|545|553|614|639|694|707|713|716|717|734|775|816|823|828|829|837|871
DB01224,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,"Initially approved by the FDA in 1997, quetiapine is a second-generation atypical antipsychotic used in schizophrenia, major depression, and bipolar disorder.[L8546] Quetiapine demonstrates a high level of therapeutic efficacy and low risk of adverse effects during long-term treatment. It is well-tolerated and a suitable option for some patients with high sensitivity to other drugs, such as [Clozapine] and [Olanzapine].[A2189]",P28223|P14416|P08908|P28222|P28221|P28566|P28335|P46098|P50406|P34969|P21728|P21918|P35462|P21917|P35367|P35348|P35368|P25100|P08913|P18089|P18825|P11229|P08172|P20309|P08173|P08912,BE0000451|BE0000756|BE0000291|BE0000797|BE0000659|BE0000476|BE0000533|BE0000311|BE0000945|BE0000650|BE0000020|BE0000145|BE0000581|BE0000389|BE0000442|BE0004863|BE0000289|BE0000572|BE0000342|BE0000092|BE0000560|BE0000045|BE0000405|BE0000247,8|73|104|109|114|127|128|134|139|187|205|237|238|269|290|298|306|328|337|347|370|399|413|424|428|456|463|482|492|554|564|623|642|649|672|678|679|716|737|745|775|801|835|850|854
DB06738,CCC(=O)C1(CCN(C)CC1)C1=CC(O)=CC=C1,Ketobemidone is a powerful opioid analgesic. It also has some NMDA-antagonist properties. This makes it useful for some types of pain that don't respond well to other opioids. The most commonly cited equalisation ratio for analgesic doses is 25 mg of ketobemidone hydrobromide to 60 mg of morphine hydrochloride or sulfate and circa 8 mg of ketobemidone by injection.,P35372|P41145|P41143|Q05586|Q12879|Q13224|Q14957|O15399|Q8TCU5|O60391,BE0000770|BE0000632|BE0000420|BE0004956,16|40|45|73|107|109|114|156|178|238|245|256|342|412|424|452|456|478|514|545|559|564|581|636|679|687|716|717|724|737|775|816|832|846|859|870
DB01353,CCCCC1(CC)C(=O)NC(=O)NC1=O,Butobarbital is a sedative and a hypnotic drug.,P47869|P34903|P48169|P31644|Q16445|P14867|P43681|P36544|P42262|Q13002,BE0000381|BE0000523|BE0000478|BE0000471|BE0000764|BE0000795|BE0000849|BE0002341|BE0000829|BE0000826,18|74|83|105|113|161|196|209|236|342|389|393|410|424|430|512|545|620|662|716|717|775|777|859
DB01081,CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,"A meperidine congener used as an antidiarrheal, usually in combination with atropine. At high doses, it acts like morphine. Its unesterified metabolite difenoxin has similar properties and is used similarly. It has little or no analgesic activity. This medication is classified as a Schedule V under the Controlled Substances Act by the Food and Drug Administration (FDA) and the DEA in the United States when used in preparations. When diphenoxylate is used alone, it is classified as a Schedule II.",P35372|P41143,BE0000770|BE0000420,16|45|57|60|73|109|114|156|178|212|214|259|277|278|290|298|328|365|367|395|413|414|418|424|452|482|537|545|557|564|568|637|655|679|686|716|717|737|775|802|811|816|832|855|859
DB00298,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1,Dapiprazole (U.S. trade name Rev-Eyes) is an alpha blocker. It is found in ophthalmic solutions used to reverse mydriasis after an eye examination.,P35348|P25100|P35368,BE0000501|BE0000715|BE0000575,4|73|100|109|114|139|197|218|320|328|335|351|367|370|391|413|424|426|429|448|465|482|542|564|596|602|611|642|672|677|679|694|695|713|716|721|737|753|775|816|823|852
DB01589,FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,Quazepam is a trifluoroethyl benzodiazepine derivative. It was first approved in the US in 1985 and is used as a hypnotic for the treatment of insomnia.[L44913] It appears to be unique amongst other benzodiazepine derivatives in its relatively high affinity for sleep-promoting ¦Á1 subunit-containing GABA<sub>A</sub> receptors and low affinity for other receptors.[A256858],P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928,BE0004797|BE0008668,47|57|78|84|86|109|114|138|195|199|205|218|286|303|306|337|374|393|406|424|442|448|463|482|485|489|502|506|509|515|528|564|593|613|639|672|679|716|737|753|811|817|846|855|862
DB04946,COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O,"Iloperidone is an atypical antipsychotic for the treatment of schizophrenia symptoms. Hoechst Marion Roussel Inc. researched the drug until May 1996. In June 1997 they gave the research rights to Titan Pharmaceuticals, who gave the worldwide development, manufacturing, and marketing rights to Novartis in August 1998. On June 9, 2004, Titan Pharmaceuticals gave the Phase III development rights to Vanda Pharmaceuticals. FDA approved on May 9, 2009.",P28223|P14416|P21728|P35462|P21917|P08908|P50406|P34969|P35348|P35367|P18825,BE0000451|BE0000756|BE0000020|BE0000581|BE0000389|BE0000291|BE0000945|BE0000650|BE0000501|BE0000442|BE0000342,2|11|18|45|49|58|59|73|84|102|109|114|129|157|210|220|270|298|326|328|331|350|366|370|371|391|409|412|413|424|521|529|560|563|605|623|640|650|656|658|672|679|687|707|709|716|717|723|737|752|775|810|816|817|836|838|846
DB01192,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O,"An opioid analgesic with actions and uses similar to those of morphine, apart from an absence of cough suppressant activity. It is used in the treatment of moderate to severe pain, including pain in obstetrics. It may also be used as an adjunct to anesthesia (From Martindale, The Extra Pharmacopoeia, 30th ed, p1092). On June 8, 2017, FDA requested Endo Pharmaceuticals to remove the medication from the market due to opioid misuse and abuse risks associated with the product's injectable reformulation.",P35372|P41143,BE0000770|BE0000420,15|16|31|48|73|80|105|109|113|114|146|156|178|207|217|234|246|307|322|422|424|456|465|471|474|478|496|522|563|603|622|635|649|679|681|699|701|702|717|737|767|775|801|806|810|812|859|879
DB01267,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1,"Paliperidone is the primary active metabolite of risperidone. The mechanism of action is unknown but it is likely to act via a similar pathway to risperidone. It has been proposed that the drug's therapeutic activity in schizophrenia is mediated through a combination of central dopamine Type 2 (D2) and serotonin Type 2 (5HT2A) receptor antagonism. Paliperidone is also active as an antagonist at alpha 1 and alpha 2 adrenergic receptors and H1 histaminergic receptors, which may explain some of the other effects of the drug. Paliperidone was approved by the FDA for treatment of schizophrenia on December 20, 2006. It is available as an extended-release tablet, a once-monthly intramuscular injection, an every-three-month intramuscular injection, and a twice-yearly gluteal injection.[L16168,L37744,L4137,L37749]",P28223|P14416|P21917|P35462|P28335|P35367|P35348|P35368|P28221|P08913|P18089|P18825|P08908|P21728|P34969,BE0000451|BE0000756|BE0000389|BE0000581|BE0000533|BE0000442|BE0000501|BE0000575|BE0000659|BE0000289|BE0000572|BE0000342|BE0000291|BE0000020|BE0000650,2|11|73|84|109|113|114|129|152|157|189|192|210|218|220|228|257|264|270|328|331|335|340|350|409|412|413|424|456|477|549|560|563|593|602|605|624|631|650|669|672|679|686|687|694|702|709|716|717|737|775|792|810|816|817|823|836|846
DB00842,OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,"Oxazepam is an intermediate-acting, 3-hydroxybenzodiazepine used in the treatment of alcohol withdrawal and anxiety disorders. Oxazepam, like related 3-hydroxybenzodiazepine [lorazepam], is considered less susceptible to pharmacokinetic variability based on patient-specific factors (e.g. age, liver disease) - this feature is advantageous as compared to other benzodiazepines, and is likely owing in part to oxazepam's relatively simple metabolism.[A203516] It is an active metabolite of both [diazepam] and [temazepam][A39486] and undergoes very little biotransformation following absorption, making it unlikely to participate in pharmacokinetic interactions.[L13895]",P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928,BE0004797|BE0008668,4|83|85|113|114|172|205|214|236|257|265|286|303|306|362|395|424|428|432|456|469|482|485|502|563|564|639|672|679|693|717|736|809|810|811|845|846|862
DB05246,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1,Mesuximide (or methsuximide) is an anticonvulsant medication. It is sold by Pfizer under the name Petinutin.,O43497,BE0000483,16|109|110|113|114|173|286|395|424|452|460|478|482|564|593|623|679|708|717|737|768|775|800|848|859|869
DB09166,CCC1=CC2=C(S1)N1C(C)=NN=C1CN=C2C1=CC=CC=C1Cl,"Etizolam is a thienodiazepine which is chemically related to benzodiazepine (BDZ) drug class; it differs from BDZs in having a benzene ring replaced with a thiophene ring. It is an agonist at GABA-A receptors and possesses amnesic, anxiolytic, anticonvulsant, hypnotic, sedative and skeletal muscle relaxant properties. Initially introduced in 1983 in Japan as treatment for neurological conditions such as anxiety and sleep disorders, etizolam is marketed in Japan, Italy and India. It is not approved for use by FDA in the US; however it remains unscheduled in several states and is legal for research purposes.",P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928|P25105,BE0004797|BE0008668|BE0005561,34|73|87|102|109|114|140|167|172|187|197|199|201|205|218|241|269|282|299|302|303|306|419|424|463|482|485|489|495|545|564|664|672|679|694|716|721|730|737|753|775|805|811|815|846|861
DB01621,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1,"Pipotiazine has actions similar to those of other phenothiazines. Among the different phenothiazine derivatives, it appears to be less sedating and to have a weak propensity for causing hypotension or potentiating the effects of CNS depressants and anesthetics. However, it produces a high incidence of extra pyramidal reactions. It is used for the maintenance treatment of chronic non-agitated schizophrenic patients. Symptoms of overdose include severe extrapyramidal manifestations, hypotension, lethargy and sedation.",P14416|P21728|P28223|P08908,BE0000756|BE0000020|BE0000451|BE0000291,18|32|73|80|109|114|127|128|141|144|186|187|237|238|263|301|328|335|337|347|354|360|399|409|413|424|447|448|456|468|482|501|515|564|585|588|591|608|642|650|679|704|713|716|717|737|752|753|775|807|810|829|830|846|852
DB00768,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2,"Olopatadine is a selective histamine H1 antagonist and mast cell stabilizer that works by attenuating inflammatory and allergic reactions. It is a structural analog of [doxepin], which has a minimal anti-allergic activity.[L6790] Olopatadine works by blocking the effects of histamine, which is a primary inflammatory mediator that causes inflammatory and allergic reactions. An ophthalmic solution of olopatadine was approved by the FDA and European Union for the treatment of seasonal and perennial allergic conjunctivitis in 1996 and 2002, respectively.[A1172] In comparison to other anti-allergenic ophthalmic medications, olopatadine displays a good comfort and tolerability profile since it does not cause perturbation of cell membranes.[A179809] Olopatadine is used for the symptomatic treatment of ocular itching associated with allergic conjunctivitis in ophthalmic formulations and seasonal allergic rhinitis in intranasal formulations. It is currently marketed under several brand names, including Pazeo, Patanase, and Opatanol.",P35367|P25021|Q9Y5N1|P23297|P80511|P04271|Q99584|P29034,BE0000442|BE0000112|BE0000968|BE0001090|BE0001206|BE0001177|BE0000885|BE0003602,3|18|32|45|59|114|138|139|150|151|156|161|203|306|307|317|349|378|382|424|456|463|464|482|483|485|504|505|506|512|563|564|567|598|643|661|679|696|704|716|717|718|737|753|775|804|808|816|846|876
DB01558,BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,One of the benzodiazepines that is used in the treatment of anxiety disorders. It is a Schedule IV drug in the U.S. and Canada and under the Convention on Psychotropic Substances. It is a intermediate-acting benzodiazepine.,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928,BE0004797|BE0008668,27|83|85|113|114|149|181|205|214|218|236|245|302|306|308|362|414|418|424|432|482|487|489|542|564|590|608|672|679|685|717|737|768|769|783|811|846|855|867
DB00402,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,"Eszopiclone, marketed by Sepracor under the brand-name Lunesta, is a nonbenzodiazepine hypnotic drug used to treat insomnia. It is the active stereoisomer of zopiclone, belonging to the class of drugs known as _cyclopyrrolones_.[A179638,L6850] Cyclopyrrolone drugs demonstrate high efficacy and low toxicity[A179827], offering a safer alternative to other drugs used for insomnia. One major benefit of eszopiclone is that it is approved by the FDA for the long-term treatment of insomnia. This sets it apart from many other hypnotic sedatives, which are generally approved only for the relief of short-term (6-8 weeks) insomnia. Eszopiclone was initially approved by the FDA in 2004.[L6769]",P14867|P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P47869|P34903|P31644,BE0000795|BE0004797|BE0000381|BE0000523|BE0000471,8|36|40|45|73|97|109|113|114|115|138|207|222|228|243|245|295|298|303|330|343|371|373|405|424|430|469|478|485|502|505|509|521|558|564|614|620|672|679|685|717|737|768|769|775|810|816|836|837|862
DB08815,[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O,"Lurasidone is an atypical antipsychotic developed by Dainippon Sumitomo Pharma. It was approved by the U.S. Food and Drug Administration (FDA) for treatment of schizophrenia on October 29, 2010 and is currently pending approval for the treatment of bipolar disorder in the United States.",P14416|P28223|P34969|P08908|P18825|P08913,BE0000756|BE0000451|BE0000650|BE0000291|BE0000342|BE0000289,52|69|73|76|84|109|113|114|139|187|193|203|241|246|290|318|328|335|349|351|370|396|408|409|424|437|452|482|515|533|560|564|565|601|612|620|642|643|672|679|702|711|716|717|737|739|786|793|810|852|857
DB00904,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,"A competitive serotonin type 3 receptor antagonist. It is effective in the treatment of nausea and vomiting caused by cytotoxic chemotherapy drugs, including cisplatin, and has reported anxiolytic and neuroleptic properties. Having been developed in the 1980s by GlaxoSmithKline and approved by the US FDA since January 1991, ondansetron has demonstrated a long history of use and efficacy. Commonly formulated as oral tablets, orally disintegrating tablets (ODT), and injections, and available as generic products as well, ondansetron continues to see contemporary innovations in its formulation and use, including the development of orally soluble films that are both discreet in administration and less of a burden in comparison to having patients attempt to swallow pills during emesis.[L5221] The FDA withdrew its approval for the use of all intravenous drug products containing more than 16 mg of ondansetron hydrochloride in a single dose, due to a high risk of QT prolongation.[L44067,L43942]",P46098|Q13639|P35372|P08908|P28222,BE0000311|BE0000084|BE0000770|BE0000291|BE0000797,21|109|113|114|149|151|171|180|203|269|295|298|304|310|351|352|368|370|409|424|430|434|440|463|465|478|482|521|534|541|560|564|672|679|685|694|712|716|717|719|737|758|764|769|775|810|839
DB01178,CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O,A non-benzodiazepine that is used in the management of anxiety. It has been suggested for use in the treatment of muscle spasm.,P30536,BE0000736,54|109|113|114|119|174|217|230|286|303|371|424|465|478|485|502|516|679|717|737|760|775|777|810|819|838|839|851|856|858|862
DB00875,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,"Flupentixol is an antipsychotic drug of the thioxanthene group. It exists in two geometric isomers, the trans(E) and pharmacologically active cis(Z) forms. Flupentixol decanoate is one of the active ingredients found in injectable drug formulations: it is produced by esterification of cis(Z)©\flupentixol with decanoic acid.[A229083] Flupentixol is an antagonist of both D1 and D2 dopamine receptors.[A229083] Available as oral tablets or long-acting intramuscular injections, flupentixol is marketed under brand names such as Depixol and Fluanxol. It is approved for use in Canada and other countries around the world, but not in the US. It is used for the management of chronic schizophrenia in patients whose main manifestations do not include excitement, agitation or hyperactivity.[L31808] It has been marketed to manage symptoms of depression in patients who may or may not exhibit signs of anxiety.[L31928] In combination with [melitracen], flupentixol is used to manage symptoms of anxiety, depression, and asthenia.[L31923]",P14416|P21728|P28223|P35348|P35462|P21917|P28335|P11229,BE0000756|BE0000020|BE0000451|BE0000501|BE0000581|BE0000389|BE0000533|BE0000092,73|84|86|109|111|114|127|128|139|150|155|187|224|237|238|306|328|337|347|381|399|413|418|424|435|456|463|464|482|483|497|504|506|512|564|679|716|737|739|753|775|778|807|818|846|853|855
DB00318,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,"The relief of pain (analgesia) is a primary goal for enhancing the quality of life of patients and for increasing the ability of patients to engage in day to day activities. Codeine, an opioid analgesic, was originally approved in the US in 1950 and is a drug used to decrease pain by increasing the threshold for pain without impairing consciousness or altering other sensory functions. Opiates such as codeine are derived from the poppy plant, _Papaver somniferum_ (Papaveraceae).[A175096] Codeine is utilized as a central analgesic, sedative, hypnotic, antinociceptive, and antiperistaltic agent, and is also recommended in certain diseases with incessant coughing.[LABEL,A175096]",P35372|P41145|P41143,BE0000770|BE0000632|BE0000420,59|73|105|109|114|178|223|246|257|274|298|307|336|413|419|424|456|462|471|478|488|519|521|522|524|526|563|597|615|622|631|640|656|661|663|679|701|707|737|767|775|801|810|852|859|860
DB00734,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,"Risperidone is a second-generation antipsychotic (SGA) medication used in the treatment of a number of mood and mental health conditions including schizophrenia and bipolar disorder.[L12885] It is one of the most widely used SGAs. [Paliperidone], another commonly used SGA, is the primary active metabolite of risperidone (i.e. 9-hydroxyrisperidone).[L12885] Schizophrenia and various mood disorders are thought to be caused by an excess of dopaminergic D2 and serotonergic 5-HT2A activity, resulting in overactivity of central mesolimbic pathways and mesocortical pathways, respectively. Risperidone is thought to reduce this overactivity through inhibition of dopaminergic D2 receptors and serotonergic 5-HT2A receptors in the brain.[L12885] Risperidone binds with a very high affinity to 5-HT2A receptors, approximately 10-20 fold greater than the drug's binding affinity to D2 receptors, and carries lesser activity at several off-targets which may responsible for some of its undesirable effects.[L12885]",P28223|P14416|P35368|P18089|P35348|P18825|P35367|P28335|P28221|P08908|P34969|P21728,BE0000451|BE0000756|BE0000575|BE0000572|BE0000501|BE0000342|BE0000442|BE0000533|BE0000659|BE0000291|BE0000650|BE0004915|BE0000020,2|11|73|84|109|113|114|129|152|157|189|192|210|218|220|270|284|285|328|331|335|340|350|409|412|413|417|424|429|465|549|560|563|602|605|611|631|650|669|672|677|679|687|694|702|709|716|717|721|737|775|810|816|817|823|836|846
DB01588,ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1,Prazepam is a benzodiazepine that is used in the treatment of anxiety disorders. It is a schedule IV drug in the U.S.,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928,BE0004797|BE0008668,21|64|109|113|114|138|205|218|286|303|306|351|395|409|424|428|442|448|482|485|489|502|506|515|563|564|585|596|639|640|671|672|679|716|717|737|741|810|811|845|846|862
DB01161,CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1,"Chloroprocaine is an ester local anesthetic commonly available in its salt form, chloroprocaine hydrochloride. Similar to other local anesthetics, it increases the threshold for electrical excitation in nerves by slowing the propagation of the nerve impulse and reducing the rate of rise of the action potential.[L43402] The pharmacological profile of chloroprocaine is characterized by a short latency and duration, similar to the one observed with [lidocaine].[A252952] Chloroprocaine can be given as an injection, and is available in formulations with and without methylparaben as a preservative. Both can be given as intrathecal injections for peripheral and central nerve block, but only the preservative-free formulation can be used for lumbar and caudal epidural blocks.[A252952,L43382] Topical chloroprocaine for ophthalmic use was approved by the FDA in September 2022 for ocular surface anesthesia.[L43387]",P35498|Q9Y5Y9|Q9UI33|Q99250|Q9NY46|P35499|Q14524|Q01118|Q9UQD0|Q15858|Q01959,BE0009738|BE0000647,34|45|69|90|102|114|133|138|146|176|197|245|269|298|303|383|388|424|463|482|485|499|545|623|631|679|716|717|753|775|784|790|806|816|846|858|868
DB00181,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,"Baclofen is a gamma-aminobutyric acid (GABA) agonist used as a skeletal muscle relaxant. Although originally designed in 1962 to treat epilepsy, baclofen was not effective in treating this condition but instead was shown to reduce spasticity in selected patients.[A245338] Baclofen was reintroduced in 1971 as a treatment for spasticity and was later approved by the FDA in 1977.[A245323, A245338] Baclofen is used to manage severe muscle spasms of cerebral or spinal cord origins, including multiple sclerosis and traumatic brain injury.[L39429] Baclofen was investigated for use in alcohol dependence and withdrawal; however, evidence is limited and there is inconsistent evidence to suggest its clinical efficacy in managing alcohol dependence or withdrawal symptoms.[A173905, A173908, A245338]",O75899|P61073|Q9UBS5,BE0002340|BE0000919|BE0000217,36|45|114|151|156|163|170|230|234|303|424|456|485|502|530|536|603|630|679|708|716|717|806|816|835|848|854|862
